schoolname,scope,collegeID,yr_closed,yr_approved,yr_submit,yr_canceled,days_between,years_between,alt,construct,reconstruct,repair,relocate,edu_building,career_tech,community1,community2,gen_facilities,admin,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,scaled_cost,genenrollment,spend_student,career_techstudent,edu_buildingstudent,gen_facilitiesstudent,adminstudent,altstudent,constructstudent,reconstructstudent,repairstudent,relocatestudent
CABRILLO COLLEGE,ALTERATION TO (1) CR BUILDING - HVAC UPGRADE,411,2007,2005,2005,,939,2.5708969,1,0,0,0,0,1,0,0,0,1,0,741762.25,887183.38,,,887183.38,0.88718337,21787,40.720768,0,40.720768,40.720768,0,40.720768,0,0,0,0
CABRILLO COLLEGE,CONSTRUCTION OF STUDENT SERVICE CENTER AND KIOSK BUILDING ALTERATION TO CLASSROOM BUILDING (200),411,2011,2005,2001,,2202,6.0288763,0,1,0,0,0,1,0,1,0,1,0,14576954,19455770,2224224.5,,21679994,21.679995,21787,995.08856,0,995.08856,995.08856,0,0,995.08856,0,0,0
CABRILLO COLLEGE,CONSTRUCTION OF PARKING STRUCTURE,411,2008,2005,2005,,882,2.4148359,0,1,0,0,0,0,0,0,0,1,0,8490852,10707753,784385.06,,11492138,11.492138,21787,527.47687,0,0,527.47687,0,0,527.47687,0,0,0
CABRILLO COLLEGE,RELOCATION OF RELOCATABLE CR BUILDINGS 850 & 854  WITHIN THE SAME CAMPUS,411,2008,2006,2006,,640,1.7522619,0,0,0,0,1,1,0,0,0,0,0,178579.05,746991.5,-8265.9922,,738725.5,0.73872548,21887,33.751793,0,33.751793,0,0,0,0,0,0,33.751793
CABRILLO COMMUNITY COLLEGE,ALTERATION TO TOILET ROOM BLDG (1100A),411,2013,2006,2006,,2324,6.3629012,1,0,0,0,0,0,0,0,0,1,0,290928.69,197268.27,11541.793,,208810.06,0.20881006,21887,9.540369,0,0,9.540369,0,9.540369,0,0,0,0
CABRILLO COMMUNITY COLLEGE ALLIED HEALTH COMPLEX GRADING PACKAGE PHASE 1,ALTERATION TO SITE GRADING & UTILITIES (NO BLDG. CONSTRUCTION UNDER THIS APPLIC),411,2012,2007,2007,,1813,4.9638295,0,1,0,0,0,0,0,0,0,1,0,1136388.5,1350821.5,132388.34,,1483209.9,1.4832098,22645,65.498337,0,0,65.498337,0,0,65.498337,0,0,0
CABRILLO COLLEGE ALLIED HEALTH COMPLEX PHASE 2,CONSTRUCTION OF INCREMENT 2:1-STROKE AND WELLNESS CENTER BLDG 1-HEALTH EDUCATION BLDG..            INCREMENT 1: SITE WORK,411,2014,2007,2007,,2445,6.6941881,0,1,0,0,0,1,1,1,0,1,0,20371440,20843378,1221103.9,22064482,22064482,22.064482,22645,974.36438,974.36438,974.36438,974.36438,0,0,974.36438,0,0,0
CABRILLO COLLEGE-CABRILLO C.C.D.,ALTERATION TO BLEACHER (ADA UPGRADE),411,2011,2008,2008,,1163,3.1841884,1,0,0,0,0,0,0,0,1,1,0,439285.41,296660.41,2175.3083,,298835.72,0.29883572,23491,12.721286,0,0,12.721286,0,12.721286,0,0,0,0
CABRILLO  COLLEGE-CABRILLO C.C.D.,ALTERATIONS TO 1-CLASSROOM BUILDING,411,2011,2009,2008,,878,2.4038844,1,0,0,0,0,1,0,0,0,0,0,2445145.3,1674492.1,145803.67,,1820295.8,1.8202957,24170,75.312195,0,75.312195,0,0,75.312195,0,0,0,0
CABRILLO COLLEGE GREEN TECHNOLOGY CENTER,CONSTRUCTION OF 1-GREEN TECHNOLOGY CENTER,411,2013,2010,2009,,953,2.6092274,0,1,0,0,0,0,1,0,0,0,0,4864539,6572972,-176928.33,6396043.5,6396043.5,6.3960433,21811,293.24854,293.24854,0,0,0,0,293.24854,0,0,0
CABRILLO COLLEGE-CABRILLO CCD,ALTERATIONS TO 1-CLASSROOM/ADMIN/STORAGE/WORKSHOP BUILDING. (BUILDING 800),411,2014,2012,2012,,819,2.2423477,1,0,0,0,0,1,1,0,0,1,1,3449413.5,3590916.8,227245.2,3818161.8,3818161.8,3.8181617,18933,201.66702,201.66702,201.66702,201.66702,201.66702,201.66702,0,0,0,0
CABRILLO COLLEGE-CABRILLO CCD,ALTERATIONS TO 1-ADMINISTRATION BUILDING #100 (HVAC RENOVATION),411,2015,2013,2013,,484,1.3251481,1,0,0,0,0,0,0,0,0,1,1,277605.28,,,,277605.28,0.2776053,17750,15.639734,0,0,15.639734,15.639734,15.639734,0,0,0,0
CABRILLO COLLEGE-CABRILLO CCD,ALTERATIONS TO 1-CLASSROOM BUILDING 600,411,2014,2013,2013,,472,1.2922932,1,0,0,0,0,1,0,0,0,0,0,910553.25,902842.25,,,902842.25,0.90284222,17750,50.864353,0,50.864353,0,0,50.864353,0,0,0,0
CABRILLO COLLEGE-CABRILLO CCD,ALTERATIONS TO 1-HVAC AND ELECTRICAL UPGRADE BUILDINGS 1550 AND 1600,411,2015,2014,2014,,109,0.29843211,1,0,0,0,0,0,0,0,0,1,0,636394.94,,,,636394.94,0.63639492,17741,35.871426,0,0,35.871426,0,35.871426,0,0,0,0
CABRILLO COLLEGE,ALTERATIONS TO 4-STAIRS AT CLASSROOM BUILDINGS 400 500 600 & 700,411,,2015,2015,,,,1,0,0,0,0,1,0,0,0,0,0,79578.992,,,,79578.992,0.079578996,17812,4.4677181,0,4.4677181,0,0,4.4677181,0,0,0,0
CABRILLO  COLLEGE-CABRILLO COMM. COLLEGE DISTRICT,ALTERATION TO 1-STUDENT SERVICE CENTER BUILDING,411,,,2007,,,,1,0,0,0,0,0,0,1,0,0,0,329692.31,,,,329692.31,0.3296923,,,,,,,,,,,
CABRILLO COLLEGE,ALTERATIONS TO 1-FIRE SPRINKLER SYSTEM,411,,,2015,,,,1,0,0,0,0,1,0,0,0,1,0,64157.059,,,,64157.059,0.064157061,,,,,,,,,,,
DE ANZA COLLEGE,CONSTRUCTION OF: THREE MODULAR BUILDINGS.,421,2011,1999,1998,,4451,12.186434,0,1,0,0,0,0,0,0,0,0,0,519633.97,209272.48,,,209272.48,0.20927249,40252,5.1990581,0,0,0,0,0,5.1990581,0,0,0
DEANZA COMMUNITY COLLEGE,CONSTRUCTION OF CONST. OF SITEWORK FOR PLACEMENT OF 11 RELOC. CLSRMS.,421,2011,2001,2001,,3660,10.020748,0,1,0,0,0,1,0,0,0,1,0,1022705.9,514168.94,46668.781,,560837.75,0.56083775,40923,13.704707,0,13.704707,13.704707,0,0,13.704707,0,0,0
DE ANZA COLLEGE,CONSTRUCTION OF (ONE) CHILD CARE CENTER BLDG ALTERATION TO: (2) BLDGS,421,2012,2001,1999,,4345,11.896215,0,1,0,0,0,0,1,0,0,0,0,2973427.8,6826825,34183.859,,6861009,6.8610091,40923,167.65656,167.65656,0,0,0,0,167.65656,0,0,0
DE ANZA COLLEGE,RELOCATION OF (2) CLASSROOM BUILDINGS,421,2008,2002,2002,,2069,5.6647344,0,0,0,0,1,1,0,0,0,0,0,374147.22,451331.44,44128.441,,495459.88,0.49545988,44790,11.061841,0,11.061841,0,0,0,0,0,0,11.061841
DEANZA COMMUNITY COLLEGE,CONSTRUCTION OF TWO UNDERGROUND TANKS ALTERATION TO EXISTING SWIMMING POOL,421,2013,2002,2002,,4011,10.981754,0,1,0,0,0,0,0,0,1,0,0,982797,1639305.4,89707.688,1729013,1729013,1.729013,44790,38.602657,0,0,0,0,0,38.602657,0,0,0
DE ANZA COLLEGE,ALTERATION TO: EIGHT CLASSROOM BUILDINGS AND ONE TOILET BUILDING.,421,2012,2002,2001,,3913,10.713439,1,0,0,0,0,1,0,0,0,1,0,6373544.5,3970434,117102.19,,4087536.3,4.0875363,44790,91.260017,0,91.260017,91.260017,0,91.260017,0,0,0,0
DE ANZA COLLEGE,CONSTRUCTION OF ONE RELOCATABLE CLASSROOM BUILDING; RELOCATION OF TWO RELOCATABLE CLASSROOM BUILDINGS. ALTERATION TO .,421,2007,2002,2002,,1988,5.4429636,0,0,0,0,1,1,0,0,0,0,0,197673.23,158561.84,,,158561.84,0.15856184,44790,3.540117,0,3.540117,0,0,0,0,0,0,3.540117
DE ANZA COLLEGE,ALTERATION TO FLINT CENTER - AUDIO REINFORCEMENT,421,2008,2003,2003,,1742,4.7694378,1,0,0,0,0,0,0,0,0,0,0,624577.5,499170.59,,,499170.59,0.4991706,44686,11.170626,0,0,0,0,11.170626,0,0,0,0
DE ANZA COLLEGE-STUDENT & COMM. SRVCES. BLDG.,CONSTRUCTION OF 2-STORY STUDENT & COMMUNITY SERVICES BUILDING & ASSOC. SITEWORK,421,2008,2003,2003,,1675,4.5859981,0,1,0,0,0,0,0,0,0,1,0,14153855,13805155,908958,,14714113,14.714113,44686,329.27792,0,0,329.27792,0,0,329.27792,0,0,0
DEANZA COMMUNITY COLLEGE,CONSTRUCTION OF CLASSROOM BLDG,421,2010,2003,2003,,2493,6.8256078,0,1,0,0,0,1,0,0,0,0,0,9554625,9909878,691495.81,,10601374,10.601374,44686,237.2415,0,237.2415,0,0,0,237.2415,0,0,0
DE ANZA COMMUNITY COLLEGE,CONSTRUCTION OF 1 - PARKING STRUCTURE & SURFACE LOT RECONSTRUCTION,421,2010,2003,2003,,2549,6.978931,0,0,1,0,0,0,0,0,0,1,0,15270085,11820842,581895.44,,12402737,12.402737,44686,277.55307,0,0,277.55307,0,0,0,277.55307,0,0
DE ANZA COMMUNITY COLLEGE,CONSTRUCTION OF SCIENCE CENTER BLDG. SCIENCE RESOURCE BLDG. & ADMIN. BLDG.,421,2013,2003,2001,,3775,10.335608,0,1,0,0,0,1,0,1,0,0,1,20053820,20605796,1176367.6,,21782164,21.782164,44686,487.4494,0,487.4494,0,487.4494,0,487.4494,0,0,0
DE ANZA COLLEGE,ALTERATION TO PE-1 PE-2 PE-3 PE-4 PE-5 PE-6,421,2008,2004,2003,,1420,3.8878312,1,0,0,0,0,0,0,0,1,0,0,6861826,8370157,504218.41,,8874375,8.8743753,43334,204.79012,0,0,0,0,204.79012,0,0,0,0
DEANZA COMMUNITY COLLEGE,CONSTRUCTION OF INFANT/TODDLER PLAY AREA AT THE CHILD DEVELOPMENT CENTER,421,2007,2004,2004,,1231,3.3703663,0,1,0,0,0,0,1,0,0,0,0,233198.75,312045,-64167.27,,247877.73,0.24787773,43334,5.7201676,5.7201676,0,0,0,0,5.7201676,0,0,0
DE ANZA COLLEGE,ALTERATION TO ADMINISTRATION BUILDING,421,2008,2005,2005,,914,2.502449,1,0,0,0,0,0,0,0,0,0,1,3011810.8,3612772.5,129463.66,,3742236.3,3.7422361,39851,93.905708,0,0,0,93.905708,93.905708,0,0,0,0
DE ANZA COMMUNITY COLLEGE,CONSTRUCTION OF (1) SOFTBALL SCORE BOARD (1) SOCCER FIELD SCORE BOARD & (1) TENNIS WALL,421,2008,2005,2005,,958,2.6229172,0,1,0,0,0,0,0,0,1,1,0,29546.529,62464.906,7385.4502,,69850.359,0.069850363,39851,1.7527881,0,0,1.7527881,0,0,1.7527881,0,0,0
DE ANZA COLLEGE,ALTERATION TO (4) TOILET BUILDINGS,421,2008,2005,2004,,1127,3.0856237,1,0,0,0,0,0,0,0,0,1,0,546748.31,449466.5,42627.895,,492094.41,0.4920944,39851,12.348358,0,0,12.348358,0,12.348358,0,0,0,0
DE ANZA COLLEGE,ALTERATION TO KIRSCH BLDG - SOLAR PANEL INSTALLATION,421,2008,2005,2005,,968,2.6502962,1,0,0,0,0,0,0,0,0,1,0,244234.94,158466.95,27191.896,,185658.84,0.18565884,39851,4.6588254,0,0,4.6588254,0,4.6588254,0,0,0,0
DE ANZA COLLEGE,ALTERATION TO S1 S3 S4 S5 S7 S8 SEM. E3,421,2008,2005,2004,,1224,3.3512011,1,0,0,0,0,0,0,0,0,0,0,7094151.5,8823512,840005.13,,9663517,9.663517,39851,242.49121,0,0,0,0,242.49121,0,0,0,0
DE ANZA JUNIOR COLLEGE,ADDITIONS TO PARKING STRUCTURE LOT C - SOLAR PHOTOVOLTAIC INSTALLATION,421,2011,2005,2004,,2459,6.7325187,0,0,0,1,0,0,0,0,0,1,0,993463,993463,,,993463,0.99346298,39851,24.929438,0,0,24.929438,0,0,0,0,24.929438,0
DE ANZA COLLEGE - LEARNING CTR.,ALTERATION TO LEARNING CENTER,421,,2006,2005,,,,1,0,0,0,0,1,0,0,0,0,0,694797.06,,,,694797.06,0.69479704,40135,17.311501,0,17.311501,0,0,17.311501,0,0,0,0
DE ANZA COMMUNITY COLLEGE,ALTERATION TO CAMPUS CENTER,421,2008,2006,2006,,894,2.447691,1,0,0,0,0,0,0,1,0,0,0,4611231.5,6022316.5,883874.81,,6906191.5,6.9061913,40135,172.07404,0,0,0,0,172.07404,0,0,0,0
DE ANZA COLLEGE,CONSTRUCTION OF SITE WORK RELOCATION OF THREE 48,421,2012,2006,2006,,2140,5.8591256,0,0,0,0,1,0,0,0,0,1,0,276860.72,440364.28,,,440364.28,0.44036427,40135,10.972076,0,0,10.972076,0,0,0,0,0,10.972076
DEANZA COLLEGE,CONSTRUCTION OF SITE SIGNAGE,421,2013,2006,2006,,2400,6.5709825,0,1,0,0,0,0,0,0,0,1,0,471321.97,743413.81,,,743413.81,0.74341381,40135,18.522831,0,0,18.522831,0,0,18.522831,0,0,0
DE ANZA COMMUNITY COLLEGE,ALTERATION TO SCIENCE BUILDING - HVAC REPLACEMENT & MISC. REPAIRS,421,2013,2006,2006,,2430,6.6531196,0,0,0,1,0,1,0,0,0,1,0,1176534.9,4701433,132455.47,,4833888.5,4.8338885,40135,120.44073,0,120.44073,120.44073,0,0,0,0,120.44073,0
DE ANZA COMMUNITY COLLEGE,ALTERATION TO PLANETARIUM BUILDING,421,2008,2006,2005,,796,2.1793759,1,0,0,0,0,0,1,0,0,0,0,1054537.3,1535169.8,266614.69,,1801784.5,1.8017845,40135,44.893097,44.893097,0,0,0,44.893097,0,0,0,0
DE ANZA COLLEGE FORUM BLDG. MODERNIZATION,ALTERATION TO FORUM BUILDING,421,2008,2006,2006,,630,1.7248828,1,0,0,0,0,0,0,0,0,0,0,1647148.8,2512280.8,169198.66,,2681479.5,2.6814795,40135,66.811501,0,0,0,0,66.811501,0,0,0,0
DEANZA COLLEGE,CONSTRUCTION OF ONE MP BLDG - VISUAL AND PERFORMANCE ARTS CENTER,421,2010,2007,2006,,1287,3.5236893,0,1,0,0,0,1,0,0,1,0,0,11637147,16463073,1175598.6,,17638672,17.638672,40529,435.21112,0,435.21112,0,0,0,435.21112,0,0,0
DE ANZA COMMUNITY COLLEGE EAST COTTAGE,RECONSTRUCTION OF 1-CLASSROOM BUILDING(EAST COTTAGE),421,2012,2010,2010,,645,1.7659515,0,0,1,0,0,1,0,0,0,0,0,1184054.1,1055530.4,13360.436,1068890.9,1068890.9,1.0688909,40821,26.184828,0,26.184828,0,0,0,0,26.184828,0,0
DE ANZA COLLEGE,ALTERATIONS TO 1-STUDENT SERVICE CENTER BUILDING,421,2012,2011,2010,,486,1.3306239,1,0,0,0,0,0,0,1,0,0,0,896222.38,1643637.5,31508.84,1675146.4,1675146.4,1.6751463,37595,44.55769,0,0,0,0,44.55769,0,0,0,0
DE ANZA COLLEGE - PHOTOVOTAIC ARRAY EV CHARGING STATION,CONSTRUCTION OF 1-EVE CHARGING STATION,421,2013,2011,2011,,553,1.5140638,0,1,0,0,0,0,0,0,0,0,0,41805.645,72762.727,,,72762.727,0.072762728,37595,1.9354362,0,0,0,0,0,1.9354362,0,0,0
DE ANZA COLLEGE,ALTERATIONS TO 1-CORPORATION BUILDING; CONSTRUCTION OF 2-PV CANOPIES,421,2014,2011,2010,,846,2.3162713,0,1,0,0,0,0,0,0,0,1,0,1886765,2833382,290462.63,3123844.5,3123844.5,3.1238444,37595,83.092018,0,0,83.092018,0,0,83.092018,0,0,0
DE ANZA COMMUNITY COLLEGE,ALTERATIONS TO 1-STUDENT SERVICE CENTER BUILDING BANK SPACE,421,2015,2014,2014,,250,0.68447733,1,0,0,0,0,0,0,1,0,0,0,169320.42,168841.34,56016.176,224857.52,224857.52,0.22485751,34973,6.4294605,0,0,0,0,6.4294605,0,0,0,0
DE ANZA COLLEGE,ALTERATIONS TO 1-ELEVATOR EQUIPMENT REPLACEMENT/ CLASSROOM BUILDING,421,2016,2015,2015,,248,0.67900151,1,0,0,0,0,1,0,0,0,1,0,99188.602,158936.84,,158936.84,158936.84,0.15893684,33670,4.7204289,0,4.7204289,4.7204289,0,4.7204289,0,0,0,0
DE ANZA COMMUNITY COLLEGE- ESA LAB,ALTERATIONS TO 1-REROOFING AND SKYLIGHTS,421,,2015,2015,,,,1,0,0,0,0,0,0,0,0,1,0,75000,,,,75000,0.075000003,33670,2.2275023,0,0,2.2275023,0,2.2275023,0,0,0,0
DE ANZA COLLEGE,ALTERATIONS TO FACULTY OFFICE BLDG F1 F2 F3 F4 F5 F6 & S9.,421,2013,,2000,,,,1,0,0,0,0,0,0,0,0,0,1,1231288.1,1576383.9,1684.7789,1578068.6,1578068.6,1.5780686,,,,,,,,,,,
DEANZA CC,ALTS TO ONE CLSRM. BLDG. E2 MACHINE TECHNOLOGY,421,2012,,2001,,,,1,0,0,0,0,1,1,0,0,0,0,958887.81,556856.88,33535.91,,590392.81,0.59039283,,,,,,,,,,,
FOOTHILL COLLEGE,CONSTRUCTION OF CHILD CARE DEVELOPMENT CENTER,422,,1999,1997,,,,0,1,0,0,0,0,1,0,0,0,0,3845229.8,,,,3845229.8,3.8452299,30741,125.08473,125.08473,0,0,0,0,125.08473,0,0,0
FOOTHILL DEANZA COLLEGE- FLINT CENTER,ALTERATIONS & ADDITIONS TO: FLINT CENTER FOR THE PERFORMING ARTS.,422,2004,1999,1999,,1808,4.95014,0,0,0,1,0,1,0,0,1,0,0,1012241.1,,,,1012241.1,1.0122411,30741,32.928047,0,32.928047,0,0,0,0,0,32.928047,0
FOOTHILL COLLEGE,CONSTRUCTION OF ALTERATIONS TO ARCHITECTURAL BARRIER REMOVAL PROJECT.,422,2010,1999,1998,,4068,11.137815,0,1,0,0,0,0,0,0,0,0,0,1049030.1,585301.31,,,585301.31,0.58530134,30741,19.039762,0,0,0,0,0,19.039762,0,0,0
FOOTHILL COLLEGE,CONSTRUCTION OF: GOLF TRAINING RANGE.,422,2006,1999,1999,,2496,6.8338213,0,1,0,0,0,0,0,0,1,0,0,201668.38,218130.83,,,218130.83,0.21813083,30741,7.0957623,0,0,0,0,0,7.0957623,0,0,0
FOOTHILL COLLEGE,CONSTRUCTION OF: TEN RELOCATABLE CLASSROOM / OFFICE BUILDINGS AND ASSOCIATED SITE WORK.,422,2011,2001,2001,,3759,10.2918,0,1,0,0,0,1,0,0,0,1,1,1559517.1,1405863.4,69237.266,,1475100.6,1.4751006,29458,50.074703,0,50.074703,50.074703,50.074703,0,50.074703,0,0,0
FOOTHILL COLLEGE,RECONSTRUCTION/REHABILITATION OF LANDSLIDE REPAIR ON SITE (NOT ASSOCIATED WITH A BUILDING).,422,2015,2001,2001,,5131,14.048212,0,0,0,1,0,0,0,0,0,1,0,132219.47,231384.08,,231384.08,231384.08,0.23138408,29458,7.8547111,0,0,7.8547111,0,0,0,0,7.8547111,0
FOOTHILL COLLEGE,CONSTRUCTION OF CONSTRUCTION OF BUILDING 6700; RECONSTRUCTION/REHABILITATION OF BUILDINGS 3000 4100 5200 6000; ALTERATIONS TO BUILDINGS 3000 4100 5200 6000.,422,2013,2001,2001,,4079,11.167932,0,0,0,1,0,0,0,0,0,0,0,4154739.3,4342808.5,153680.31,,4496489,4.496489,29458,152.64067,0,0,0,0,0,0,0,152.64067,0
FOOTHILL COLLEGE,ALTERATION TO EXISTING WATER LINE,422,2012,2001,2001,,4034,11.044726,1,0,0,0,0,0,0,0,0,1,0,1060142.1,779270.69,48061.543,,827332.25,0.82733226,29458,28.085146,0,0,28.085146,0,28.085146,0,0,0,0
FOOTHILL COLLEGE,ALTERATION TO: BLDGS 1600 1700 1800.,422,2013,2001,2001,,4060,11.115911,1,0,0,0,0,0,0,0,0,0,0,1483362.4,1132388.3,67415.828,,1199804.1,1.1998041,29458,40.729313,0,0,0,0,40.729313,0,0,0,0
FOOTHILL DE ANZA COMMUNITY COLLEGE,ALTERATION TO FLINT CENTER FOR PERFORMING ARTS,422,2008,2002,2002,,2138,5.8536501,1,0,0,0,0,1,0,0,1,0,0,921388.25,1448563.1,,,1448563.1,1.4485631,32032,45.222374,0,45.222374,0,0,45.222374,0,0,0,0
FOOTHILL COLLEGE,ALTERATION TO: BUILDINGS 3100 3200 3300 3400,422,2015,2002,2002,,4547,12.449273,1,0,0,0,0,0,0,0,0,0,0,2115240.5,1599519.8,70835.688,1670355.4,1670355.4,1.6703553,32032,52.146458,0,0,0,0,52.146458,0,0,0,0
FOOTHILL COLLEGE FINE ARTS PHASE 2,CONSTRUCTION OF ADMIN./CR BLDG (1200) ALTERATION TO BUILDINGS 1100 1200 1400 1500 & 5600,422,2013,2003,2003,,3508,9.6045856,0,1,0,0,0,1,0,0,0,0,1,2695060.5,2904932.3,149636,,3054568.3,3.0545683,36341,84.052948,0,84.052948,0,84.052948,0,84.052948,0,0,0
FOOTHILL COLLEGE,ALTERATION TO P.E BUILDINGS 2500 2600 2700 & 2800,422,2008,2003,2003,,1508,4.128767,1,0,0,0,0,0,0,0,0,0,0,4685359.5,4530688.5,,,4530688.5,4.5306883,36341,124.67154,0,0,0,0,124.67154,0,0,0,0
FOOTHILL COLLEGE-LOWER CAMPUS COMPLEX,CONSTRUCTION OF BUILDINGS 7100 7400 7500 8100 8200 8300 8400 AND 8500 ALTERATION TO BILDING 6000,422,2015,2004,2003,,3934,10.770935,0,1,0,0,0,0,0,0,0,0,0,38370280,64096272,-596384.13,63499888,63499888,63.499889,32630,1946.0585,0,0,0,0,0,1946.0585,0,0,0
FOOTHILL COLLEGE,CONSTRUCTION OF BUILDINGS 2000 & 2200,422,2014,2004,2004,,3555,9.7332678,0,1,0,0,0,0,0,0,0,0,0,20642752,25276118,3278070.3,,28554188,28.554188,32630,875.09003,0,0,0,0,0,875.09003,0,0,0
FOOTHILL COLLEGE,CONSTRUCTION OF FOOTBALL FIELD EQUIPMENT,422,2013,2004,2004,,3348,9.1665201,0,1,0,0,0,0,0,0,1,1,0,12611.594,3191086.5,383513.53,,3574600,3.5746,32630,109.54949,0,0,109.54949,0,0,109.54949,0,0,0
FOOTHILL COLLEGE,ALTERATION TO BUILDINGS 4200 & 4300 (COMPUTER TECHNOGOLY INFORMATION SYSTEM),422,2012,2004,2004,,2947,8.0686188,1,0,0,0,0,1,1,0,0,0,0,1834475.9,1825759.5,39904.504,,1865664,1.865664,32630,57.176342,57.176342,57.176342,0,0,57.176342,0,0,0,0
FOOTHILL COLLEGE FINE ARTS 1 STAGE 2 CASEWORK PROJECT,ALTERATION TO (2) CR BUILDINGS,422,2014,2004,2004,,3410,9.3362703,1,0,0,0,0,1,0,0,0,0,0,113704.88,59607.781,-9313.7158,50294.066,50294.066,0.050294068,32630,1.5413444,0,1.5413444,0,0,1.5413444,0,0,0,0
FOOTHILL COLLEGE,ALTERATION TO FORUM BUILDING 5000 DENTAL/RESP. BUILDING 5300 AND PHOTOGRAPHY BUILDING 6100,422,2011,2005,2004,,2417,6.6175265,1,0,0,0,0,0,0,0,0,0,0,3164736.8,5599919,423548.41,,6023467.5,6.0234675,30712,196.12749,0,0,0,0,196.12749,0,0,0,0
FOOTHILL COLLEGE,ALTERATION TO (1) ADMINISTRATION BUILDING,422,2010,2005,2005,,1723,4.7174177,1,0,0,0,0,0,0,0,0,0,1,881862.31,1571985.8,40813.766,,1612799.5,1.6127995,30712,52.51366,0,0,0,52.51366,52.51366,0,0,0,0
FOOTHILL COMMUNITY COLLEGE,CONSTRUCTION OF SERVICE SHOP BUILDING 1 & SERVICE BUILDING 2;  IMPORTANT: SEE ACCESS COMPLIANCE NOTES BELOW,422,2013,2005,2004,,2803,7.6743598,0,1,0,0,0,0,1,0,0,0,0,988495.69,1515031.1,26834.678,1541865.8,1541865.8,1.5418657,30712,50.204018,50.204018,0,0,0,0,50.204018,0,0,0
FOOTHILL JUNIOR COLLEGE,CONSTRUCTION OF SOLAR PANELS AT PARKING LOT 2A AND SITEWORK,422,2013,2005,2004,,3033,8.3040791,0,1,0,0,0,0,0,0,0,1,0,514967.66,514967.66,,,514967.66,0.51496768,30712,16.767637,0,0,16.767637,0,0,16.767637,0,0,0
FOOTHILL COMMUNITY COLLEGE,CONSTRUCTION OF FIELDHOUSE BUILDING & RESTROOM BUILDING,422,2012,2005,2004,,2758,7.5511537,0,1,0,0,0,0,0,0,1,1,0,2421566,2949343.3,,,2949343.3,2.9493432,30712,96.032272,0,0,96.032272,0,0,96.032272,0,0,0
FOOTHILL COLLEGE,ALTERATION TO BLEACHERS,422,2009,2005,2005,,1253,3.4306004,1,0,0,0,0,0,0,0,1,0,0,149766.7,218193.3,19303.131,,237496.42,0.23749642,30712,7.733017,0,0,0,0,7.733017,0,0,0,0
FOOTHILL COLLEGE-FOOTHILL DE ANZA C.C.D.,ALTERATION TO (E) FIRE ALARM SYSTEM,422,2014,2008,2008,,2245,6.1466064,1,0,0,0,0,1,0,0,0,1,0,343682.38,1132318.9,57662.727,1189981.6,1189981.6,1.1899816,34827,34.168365,0,34.168365,34.168365,0,34.168365,0,0,0,0
DE ANZA COMMUNITY COLLEGE (FOOTHILL-DE ANZA COMMUNITY COLLEGE DISTRICT),ALTERATION TO 1-AUTO TECH SHOP BUILDING ADDITIONS TO 1-AUTO TECH SHOP BUILDING,422,2011,2008,2007,,968,2.6502962,0,0,0,1,0,0,1,0,0,0,0,2640682.5,3034409,358907.69,,3393316.8,3.3933167,34827,97.43351,97.43351,0,0,0,0,0,0,97.43351,0
DE ANZA COLLEGE-FOOTHILL-DE ANZA C.C.D.,ALTERATIONS TO 2-TOILET/UTILITY BLDGS (S2 S6) (HVAC DEMO); CONSTRUCTION OF 1-SITE WORKS (COOLING TOWER  ENCLOSURE WALL ELECTRICAL ROOM OTHERS),422,2012,2009,2009,,1035,2.8337362,0,1,0,0,0,0,0,0,0,1,0,7760367.5,10417739,1588593.9,,12006333,12.006333,35633,336.94421,0,0,336.94421,0,0,336.94421,0,0,0
FOOTHILL COMMUNITY COLLEGE,ALTERATIONS TO 2-CLASSROOM BUILDINGS 5500 AND 6400 1-ADMINISTRATION BUILDING,422,2012,2009,2009,,1112,3.0445552,1,0,0,0,0,1,0,0,0,0,1,5265305.5,5188262.5,427849.5,,5616112,5.6161122,35633,157.60986,0,157.60986,0,157.60986,157.60986,0,0,0,0
DE ANZA COMMUNITY COLLEGE-FOOTHILL DE ANZA C.C.D.,ALTERATIONS TO 1-FORMERLY HISTORIC BALDWIN WINERY CURRENTLY ADMINISTRATION BUILDING,422,2012,2009,2008,,1169,3.2006159,1,0,0,0,0,0,0,0,0,0,1,4330882.5,2552842.8,222524.89,,2775367.8,2.7753677,35633,77.887566,0,0,0,77.887566,77.887566,0,0,0,0
DE ANZA COMMUNITY COLLEGE-FOOTHILL DE ANZA C.C.D.,CONSTRUCTION OF 1-HISTORIC EAST COTTAGE BUILDING STRUCTURAL TESTING METHODS ONLY; RECONSTRUCTION OF 1-HISTORIC EAST COTTAGE BUILDING,422,2012,2009,2008,,1189,3.2553742,0,0,1,0,0,0,0,0,0,0,0,1195180.6,1052627.3,7105.1802,,1059732.4,1.0597323,35633,29.740194,0,0,0,0,0,0,29.740194,0,0
DE ANZA COLLEGE-FOOTHILL DE ANZA C.C.D.,CONSTRUCTION OF 1-MULTICULTURAL BUILDING ALTERATION TO 1-SEMINAR BUILDING 1-MULTICULTURAL BUILDING,422,2012,2009,2008,,1089,2.9815831,0,1,0,0,0,0,0,0,0,0,0,3550572,3007751,402893.25,,3410644.3,3.4106443,35633,95.715889,0,0,0,0,0,95.715889,0,0,0
